Address
Bk0	Bk1	Bk2	Bk3	Bank	Data	Description	Value
1525	1685			GroupSensorCal2	EEP_LowPressuraShortGndDelayTime_H	低压电磁阀对地短路诊断持续时间	0x01
1526	1686			GroupSensorCal2	EEP_LowPressuraShortGndKeepTime_L	低压电磁阀对地短路诊断延时时间	0xC8
1527	1687			GroupSensorCal2	EEP_LowPressuraShortGndKeepTime_H	低压电磁阀对地短路诊断延时时间	0x00
1528	1688			GroupSensorCal2	EEP_LowPressuraShortGndCur_L	低压电磁阀开路诊断持续时间	0xB0
1529	1689			GroupSensorCal2	EEP_LowPressuraShortGndCur_H	低压电磁阀开路诊断持续时间	0x04
1530	1690			GroupSensorCal2	EEP_LowPressuraOpenPowDelayTime_L	低压电磁阀对电源短路电压阀值	0x2C
1531	1691			GroupSensorCal2	EEP_LowPressuraOpenPowDelayTime_H	低压电磁阀对电源短路电压阀值	0x01
1532	1692			GroupSensorCal2	EEP_LowPressuraOpenPowKeepTime_L	低压电磁阀过载电流阀值	0xC8
1533	1693			GroupSensorCal2	EEP_LowPressuraOpenPowKeepTime_H	低压电磁阀过载电流阀值	0x00
1534	1694			GroupSensorCal2	EEP_LowPressuraOpenCur_L	低压电磁阀开路电流阀值	0x64
1535	1695			GroupSensorCal2	EEP_LowPressuraOpenCur_H	低压电磁阀开路电流阀值	0x00
1536	1696			GroupSensorCal2	EEP_Reserve1ShortPowDelayTime_L	预留1对电源短路诊断延时时间	0x2C
1537	1697			GroupSensorCal2	EEP_Reserve1ShortPowDelayTime_H	预留1对电源短路诊断延时时间	0x01
1538	1698			GroupSensorCal2	EEP_Reserve1ShortPowKeepTime_L	预留1对电源短路诊断持续时间	0xC8
1539	1699			GroupSensorCal2	EEP_Reserve1ShortPowKeepTime_H	预留1对电源短路诊断持续时间	0x00
1540	1700			GroupSensorCal2	EEP_Reserve1ShortPowVol_L	预留1对电源短路阈值	0x74
1541	1701			GroupSensorCal2	EEP_Reserve1ShortPowVol_H	预留1对电源短路阈值	0x40
1542	1702			GroupSensorCal2	EEP_Reserve1ShortGndDelayTime_L	预留1对地短路诊断延时时间	0x2C
1543	1703			GroupSensorCal2	EEP_Reserve1ShortGndDelayTime_H	预留1对地短路诊断延时时间	0x01
1544	1704			GroupSensorCal2	EEP_Reserve1ShortGndKeepTime_L	预留1对地短路诊断持续时间	0xC8
1545	1705			GroupSensorCal2	EEP_Reserve1ShortGndKeepTime_H	预留1对地短路诊断持续时间	0x00
1546	1706			GroupSensorCal2	EEP_Reserve1ShortGndCur_L	预留1对地短路电路	0xB0
1547	1707			GroupSensorCal2	EEP_Reserve1ShortGndCur_H	预留1对地短路电路	0x04
1548	1708			GroupSensorCal2	EEP_Reserve1OpenPowDelayTime_L	预留1开路电源延时时间	0x2C
1549	1709			GroupSensorCal2	EEP_Reserve1OpenPowDelayTime_H	预留1开路电源延时时间	0x01
1550	1710			GroupSensorCal2	EEP_Reserve1OpenPowKeepTime_L	预留1开路电源持续时间	0xC8
1551	1711			GroupSensorCal2	EEP_Reserve1OpenPowKeepTime_H	预留1开路电源持续时间	0x00
1552	1712			GroupSensorCal2	EEP_Reserve1OpenCur_L	预留1开路电流阀值	0x64
1553	1713			GroupSensorCal2	EEP_Reserve1OpenCur_H	预留1开路电流阀值	0x00
1554	1714			GroupSensorCal2	EEP_Reserve2ShortPowDelayTime_L	预留2对电源短路诊断延时时间	0x2C
1555	1715			GroupSensorCal2	EEP_Reserve2ShortPowDelayTime_H	预留2对电源短路诊断延时时间	0x01
1556	1716			GroupSensorCal2	EEP_Reserve2ShortPowKeepTime_L	预留2对电源短路诊断持续时间	0xC8
1557	1717			GroupSensorCal2	EEP_Reserve2ShortPowKeepTime_H	预留2对电源短路诊断持续时间	0x00
1558	1718			GroupSensorCal2	EEP_Reserve2ShortGndDelayTime_L	预留2对电源短路阈值	0x2C
1559	1719			GroupSensorCal2	EEP_Reserve2ShortGndDelayTime_H	预留2对电源短路阈值	0x01
1560	1720			GroupSensorCal2	EEP_Reserve2ShortGndKeepTime_L	预留2对地短路诊断延时时间	0xC8
1561	1721			GroupSensorCal2	EEP_Reserve2ShortGndKeepTime_H	预留2对地短路诊断延时时间	0x00
1562	1722			GroupSensorCal2	EEP_Reserve2OpenPowDelayTime_L	预留2对地短路诊断持续时间	0x2C
1563	1723			GroupSensorCal2	EEP_Reserve2OpenPowDelayTime_H	预留2对地短路诊断持续时间	0x01
1564	1724			GroupSensorCal2	EEP_Reserve2OpenPowKeepTime_L	预留2对地短路电路	0xC8
1565	1725			GroupSensorCal2	EEP_Reserve2OpenPowKeepTime_H	预留2对地短路电路	0x00
1566	1726			GroupSensorCal2	EEP_Reserve2ShortPowVol_L	预留2开路电源延时时间	0x74
1567	1727			GroupSensorCal2	EEP_Reserve2ShortPowVol_H	预留2开路电源延时时间	0x40
1568	1728			GroupSensorCal2	EEP_Reserve2ShortGndCur_L	预留2开路电源持续时间	0xB0
1569	1729			GroupSensorCal2	EEP_Reserve2ShortGndCur_H	预留2开路电源持续时间	0x04
1570	1730			GroupSensorCal2	EEP_Reserve2OpenCur_L	预留2开路电流阀值	0x64
1571	1731			GroupSensorCal2	EEP_Reserve2OpenCur_H	预留2开路电流阀值	0x00
1572	1732			GroupSensorCal2	EEP_Reserve3ShortPowDelayTime_L	预留3对电源短路诊断延时时间	0x2C
1573	1733			GroupSensorCal2	EEP_Reserve3ShortPowDelayTime_H	预留3对电源短路诊断延时时间	0x01
1574	1734			GroupSensorCal2	EEP_Reserve3ShortPowKeepTime_L	预留3对电源短路诊断持续时间	0xC8
1575	1735			GroupSensorCal2	EEP_Reserve3ShortPowKeepTime_H	预留3对电源短路诊断持续时间	0x00
1576	1736			GroupSensorCal2	EEP_Reserve3ShortGndDelayTime_L	预留3对电源短路阈值	0x2C
1577	1737			GroupSensorCal2	EEP_Reserve3ShortGndDelayTime_H	预留3对电源短路阈值	0x01
1578	1738			GroupSensorCal2	EEP_Reserve3ShortGndKeepTime_L	预留3对地短路诊断延时时间	0xC8
1579	1739			GroupSensorCal2	EEP_Reserve3ShortGndKeepTime_H	预留3对地短路诊断延时时间	0x00
1580	1740			GroupSensorCal2	EEP_Reserve3OpenPowDelayTime_L	预留3对地短路诊断持续时间	0x2C
1581	1741			GroupSensorCal2	EEP_Reserve3OpenPowDelayTime_H	预留3对地短路诊断持续时间	0x01
1582	1742			GroupSensorCal2	EEP_Reserve3OpenPowKeepTime_L	预留3对地短路电路	0xC8
1583	1743			GroupSensorCal2	EEP_Reserve3OpenPowKeepTime_H	预留3对地短路电路	0x00
1584	1744			GroupSensorCal2	EEP_Reserve3ShortPowVol_L	预留3开路电源延时时间	0x74
1585	1745			GroupSensorCal2	EEP_Reserve3ShortPowVol_H	预留3开路电源延时时间	0x40
1586	1746			GroupSensorCal2	EEP_Reserve3ShortGndCur_L	预留3开路电源持续时间	0xB0
1587	1747			GroupSensorCal2	EEP_Reserve3ShortGndCur_H	预留3开路电源持续时间	0x04
1588	1748			GroupSensorCal2	EEP_Reserve3OpenCur_L	预留3开路电流阀值	0x64
1589	1749			GroupSensorCal2	EEP_Reserve3OpenCur_H	预留3开路电流阀值	0x00
1590	1750			GroupSensorCal2	EEP_Reserve4ShortPowDelayTime_L	预留4对电源短路诊断延时时间	0x2C
1591	1751			GroupSensorCal2	EEP_Reserve4ShortPowDelayTime_H	预留4对电源短路诊断延时时间	0x01
1592	1752			GroupSensorCal2	EEP_Reserve4ShortPowKeepTime_L	预留4对电源短路诊断持续时间	0xC8
1593	1753			GroupSensorCal2	EEP_Reserve4ShortPowKeepTime_H	预留4对电源短路诊断持续时间	0x00
1594	1754			GroupSensorCal2	EEP_Reserve4ShortGndDelayTime_L	预留4对电源短路阈值	0x2C
1595	1755			GroupSensorCal2	EEP_Reserve4ShortGndDelayTime_H	预留4对电源短路阈值	0x01
1596	1756			GroupSensorCal2	EEP_Reserve4ShortGndKeepTime_L	预留4对地短路诊断延时时间	0xC8
1597	1757			GroupSensorCal2	EEP_Reserve4ShortGndKeepTime_H	预留4对地短路诊断延时时间	0x00
1598	1758			GroupSensorCal2	EEP_Reserve4OpenPowDelayTime_L	预留4对地短路诊断持续时间	0x2C
1599	1759			GroupSensorCal2	EEP_Reserve4OpenPowDelayTime_H	预留4对地短路诊断持续时间	0x01
1600	1760			GroupSensorCal2	EEP_Reserve4OpenPowKeepTime_L	预留4对地短路电路	0xC8
1601	1761			GroupSensorCal2	EEP_Reserve4OpenPowKeepTime_H	预留4对地短路电路	0x00
1602	1762			GroupSensorCal2	EEP_Reserve4ShortPowVol_L	预留4开路电源延时时间	0x74
1603	1763			GroupSensorCal2	EEP_Reserve4ShortPowVol_H	预留4开路电源延时时间	0x40
1604	1764			GroupSensorCal2	EEP_Reserve4ShortGndCur_L	预留4开路电源持续时间	0xB0
1605	1765			GroupSensorCal2	EEP_Reserve4ShortGndCur_H	预留4开路电源持续时间	0x04
1606	1766			GroupSensorCal2	EEP_Reserve4OpenCur_L	预留4开路电流阀值	0x64
1607	1767			GroupSensorCal2	EEP_Reserve4OpenCur_H	预留4开路电流阀值	0x00
1608	1768			GroupSensorCal2	EEP_Reserve5ShortPowDelayTime_L	预留5对电源短路诊断延时时间	0x2C
1609	1769			GroupSensorCal2	EEP_Reserve5ShortPowDelayTime_H	预留5对电源短路诊断延时时间	0x01
1610	1770			GroupSensorCal2	EEP_Reserve5ShortPowKeepTime_L	预留5对电源短路诊断持续时间	0xC8
1611	1771			GroupSensorCal2	EEP_Reserve5ShortPowKeepTime_H	预留5对电源短路诊断持续时间	0x00
1612	1772			GroupSensorCal2	EEP_Reserve5ShortGndDelayTime_L	预留5对电源短路阈值	0x2C
1613	1773			GroupSensorCal2	EEP_Reserve5ShortGndDelayTime_H	预留5对电源短路阈值	0x01
1614	1774			GroupSensorCal2	EEP_Reserve5ShortGndKeepTime_L	预留5对地短路诊断延时时间	0xC8
1615	1775			GroupSensorCal2	EEP_Reserve5ShortGndKeepTime_H	预留5对地短路诊断延时时间	0x00
1616	1776			GroupSensorCal2	EEP_Reserve5OpenPowDelayTime_L	预留5对地短路诊断持续时间	0x2C
1617	1777			GroupSensorCal2	EEP_Reserve5OpenPowDelayTime_H	预留5对地短路诊断持续时间	0x01
1618	1778			GroupSensorCal2	EEP_Reserve5OpenPowKeepTime_L	预留5对地短路电路	0xC8
1619	1779			GroupSensorCal2	EEP_Reserve5OpenPowKeepTime_H	预留5对地短路电路	0x00
1620	1780			GroupSensorCal2	EEP_Reserve5ShortPowVol_L	预留5开路电源延时时间	0x74
1621	1781			GroupSensorCal2	EEP_Reserve5ShortPowVol_H	预留5开路电源延时时间	0x40
1622	1782			GroupSensorCal2	EEP_Reserve5ShortGndCur_L	预留5开路电源持续时间	0xB0
1623	1783			GroupSensorCal2	EEP_Reserve5ShortGndCur_H	预留5开路电源持续时间	0x04
1624	1784			GroupSensorCal2	EEP_Reserve5OpenCur_L	预留5开路电流阀值	0x64
1625	1785			GroupSensorCal2	EEP_Reserve5OpenCur_H	预留5开路电流阀值	0x00
1626	1786			GroupSensorCal2	EEP_StudyFlag	自学习标记	0x00
1627	1787			GroupSensorCal2	EEP_StudyError	自学习标记	0x01
1628	1788			GroupSensorCal2	EEP_SleepTime	系统休眠空闲时间	0x78
1629	1789			GroupSensorCal2	EEP_StartDistance	启动距离	0x1E
1630	1790			GroupSensorCal2	EEP_HallType	霍尔型号	0x00
1631	1791			GroupSensorCal2	EEP_OpenGradeNum	开门行程分段数量	0x0A
1632	1792			GroupSensorCal2	EEP_CloseGradeNum	关门行程分段数量	0x0A
1633	1793			GroupSensorCal2	EEP_5kmphValid	车速大于5km/h电平	0x00
1634	1794			GroupSensorCal2	EEP_Study_Button_Flag	自学习按钮功能状态	0x00
1635	1795			GroupSensorCal2	EEP_Cancel_Button_Flag	取消防夹按钮功能状态	0x00
1636	1796			GroupSensorCal2	EEP_OpenPinchErr[0]	开门行程各个阶段占比	0x00
1637	1797			GroupSensorCal2	EEP_OpenPinchErr[1]	开门行程各个阶段占比	0x00
1638	1798			GroupSensorCal2	EEP_OpenPinchErr[2]	开门行程各个阶段占比	0x00
1639	1799			GroupSensorCal2	EEP_OpenPinchErr[3]	开门行程各个阶段占比	0x00
1640	1800			GroupSensorCal2	EEP_OpenPinchErr[4]	开门行程各个阶段占比	0x00
1641	1801			GroupSensorCal2	EEP_OpenPinchErr[5]	开门行程各个阶段占比	0x00
1642	1802			GroupSensorCal2	EEP_OpenPinchErr[6]	开门行程各个阶段占比	0x00
1643	1803			GroupSensorCal2	EEP_OpenPinchErr[7]	开门行程各个阶段占比	0x00
1644	1804			GroupSensorCal2	EEP_OpenPinchErr[8]	开门行程各个阶段占比	0x00
1645	1805			GroupSensorCal2	EEP_OpenPinchErr[9]	开门行程各个阶段占比	0x00
1646	1806			GroupSensorCal2	EEP_OpenPinchErr[10]	开门行程各个阶段占比	0x00
1647	1807			GroupSensorCal2	EEP_OpenPinchErr[11]	开门行程各个阶段占比	0x00
1648	1808			GroupSensorCal2	EEP_OpenPinchErr[12]	开门行程各个阶段占比	0x00
1649	1809			GroupSensorCal2	EEP_OpenPinchErr[13]	开门行程各个阶段占比	0x00
1650	1810			GroupSensorCal2	EEP_OpenPinchErr[14]	开门行程各个阶段占比	0x00
1651	1811			GroupSensorCal2	EEP_OpenPinchErr[15]	开门行程各个阶段占比	0x00
1652	1812			GroupSensorCal2	EEP_OpenPinchErr[16]	开门行程各个阶段占比	0x00
1653	1813			GroupSensorCal2	EEP_OpenPinchErr[17]	开门行程各个阶段占比	0x00
1654	1814			GroupSensorCal2	EEP_OpenPinchErr[18]	开门行程各个阶段占比	0x00
1655	1815			GroupSensorCal2	EEP_OpenPinchErr[19]	开门行程各个阶段占比	0x00
1656	1816			GroupSensorCal2	EEP_ClosePinchErr[0]	开门行程各个阶段占比	0x00
1657	1817			GroupSensorCal2	EEP_ClosePinchErr[1]	开门行程各个阶段占比	0x00
1658	1818			GroupSensorCal2	EEP_ClosePinchErr[2]	开门行程各个阶段占比	0x00
1659	1819			GroupSensorCal2	EEP_ClosePinchErr[3]	开门行程各个阶段占比	0x00
1660	1820			GroupSensorCal2	EEP_ClosePinchErr[4]	开门行程各个阶段占比	0x00
1661	1821			GroupSensorCal2	EEP_ClosePinchErr[5]	开门行程各个阶段占比	0x00
1662	1822			GroupSensorCal2	EEP_ClosePinchErr[6]	开门行程各个阶段占比	0x00
1663	1823			GroupSensorCal2	EEP_ClosePinchErr[7]	开门行程各个阶段占比	0x00
1664	1824			GroupSensorCal2	EEP_ClosePinchErr[8]	开门行程各个阶段占比	0x00
1665	1825			GroupSensorCal2	EEP_ClosePinchErr[9]	开门行程各个阶段占比	0x00
1666	1826			GroupSensorCal2	EEP_ClosePinchErr[10]	开门行程各个阶段占比	0x00
1667	1827			GroupSensorCal2	EEP_ClosePinchErr[11]	开门行程各个阶段占比	0x00
1668	1828			GroupSensorCal2	EEP_ClosePinchErr[12]	开门行程各个阶段占比	0x00
1669	1829			GroupSensorCal2	EEP_ClosePinchErr[13]	开门行程各个阶段占比	0x00
1670	1830			GroupSensorCal2	EEP_ClosePinchErr[14]	开门行程各个阶段占比	0x00
1671	1831			GroupSensorCal2	EEP_ClosePinchErr[15]	开门行程各个阶段占比	0x00
1672	1832			GroupSensorCal2	EEP_ClosePinchErr[16]	开门行程各个阶段占比	0x00
1673	1833			GroupSensorCal2	EEP_ClosePinchErr[17]	开门行程各个阶段占比	0x00
1674	1834			GroupSensorCal2	EEP_ClosePinchErr[18]	开门行程各个阶段占比	0x00
1675	1835			GroupSensorCal2	EEP_ClosePinchErr[19]	开门行程各个阶段占比	0x00
1676	1836			GroupSensorCal2	EEP_ErrOpenNum	取消防夹按钮功能状态	0x00
1677	1837			GroupSensorCal2	Self_LearnData	取消防夹按钮功能状态	0x00
1678	1838			GroupSensorCal2	EEP_EEInitEndFlag	EE初始化完成状态	0x00
1679	1839			GroupSensorCal2	Libre_GroupSensorCal2	Unused	0x00
1840				GroupReset	Cks_GroupReset_L	Checksum for bank "GroupReset"	0xFF
1841				GroupReset	Cks_GroupReset_H	Checksum for bank "GroupReset"	0xFF
1842				GroupReset	EEP_ResetTimes_Total	Total reset times (en -)	0x00
1843				GroupReset	EEP_ResetTimes_PwrExt	Reset by power supply or external reset (en -)	0x00
1844				GroupReset	EEP_ResetTimes_WatchDog	Reset by watchdog (en -)	0x00
1845				GroupReset	EEP_ResetTimes_SWReset	Reset by soft ware reset,such as diag (en -)	0x00
1846				GroupReset	EEP_ResetTimes_CLK	Reset by Clock stop etc. (en -)	0x00
1847				GroupReset	Libre_GroupReset	Unused	0x00
1848				GroupSbkReadOnly1	Cks_GroupSbkReadOnly1_L	Checksum for bank "GroupSbkReadOnly1"	0xFF
1849				GroupSbkReadOnly1	Cks_GroupSbkReadOnly1_H	Checksum for bank "GroupSbkReadOnly1"	0xFF
1850				GroupSbkReadOnly1	EEP_SbkReadOnly1_0_LL	Reversed for furture work	0x00
1851				GroupSbkReadOnly1	EEP_SbkReadOnly1_0_LH	Reversed for furture work	0x00
1852				GroupSbkReadOnly1	EEP_SbkReadOnly1_0_HL	Reversed for furture work	0x00
1853				GroupSbkReadOnly1	EEP_SbkReadOnly1_0_HH	Reversed for furture work	0x00
1854				GroupSbkReadOnly1	EEP_SbkReadOnly1_1_LL		0x00
1855				GroupSbkReadOnly1	EEP_SbkReadOnly1_1_LH		0x00
1856				GroupSbkReadOnly1	EEP_SbkReadOnly1_1_HL		0x00
1857				GroupSbkReadOnly1	EEP_SbkReadOnly1_1_HH		0x00
1858				GroupSbkReadOnly1	EEP_SbkReadOnly1_2_LL		0x00
1859				GroupSbkReadOnly1	EEP_SbkReadOnly1_2_LH		0x00
1860				GroupSbkReadOnly1	EEP_SbkReadOnly1_2_HL		0x00
1861				GroupSbkReadOnly1	EEP_SbkReadOnly1_2_HH		0x00
1862				GroupSbkReadOnly1	EEP_SbkReadOnly1_3_LL		0x00
1863				GroupSbkReadOnly1	EEP_SbkReadOnly1_3_LH		0x00
1864				GroupSbkReadOnly1	EEP_SbkReadOnly1_3_HL		0x00
1865				GroupSbkReadOnly1	EEP_SbkReadOnly1_3_HH		0x00
1866				GroupSbkReadOnly1	EEP_SbkReadOnly1_4_LL		0x00
1867				GroupSbkReadOnly1	EEP_SbkReadOnly1_4_LH		0x00
1868				GroupSbkReadOnly1	EEP_SbkReadOnly1_4_HL		0x00
1869				GroupSbkReadOnly1	EEP_SbkReadOnly1_4_HH		0x00
1870				GroupSbkReadOnly1	EEP_SbkReadOnly1_5_LL		0x00
1871				GroupSbkReadOnly1	EEP_SbkReadOnly1_5_LH		0x00
1872				GroupSbkReadOnly1	EEP_SbkReadOnly1_5_HL		0x00
1873				GroupSbkReadOnly1	EEP_SbkReadOnly1_5_HH		0x00
1874				GroupSbkReadOnly1	EEP_SbkReadOnly1_6_LL		0x00
1875				GroupSbkReadOnly1	EEP_SbkReadOnly1_6_LH		0x00
1876				GroupSbkReadOnly1	EEP_SbkReadOnly1_6_HL		0x00
1877				GroupSbkReadOnly1	EEP_SbkReadOnly1_6_HH		0x00
1878				GroupSbkReadOnly1	EEP_SbkReadOnly1_7_LL		0x00
1879				GroupSbkReadOnly1	EEP_SbkReadOnly1_7_LH		0x00
1880				GroupSbkReadOnly1	EEP_SbkReadOnly1_7_HL		0x00
1881				GroupSbkReadOnly1	EEP_SbkReadOnly1_7_HH		0x00
1882				GroupSbkReadOnly1	EEP_SbkReadOnly1_8_LL		0x00
1883				GroupSbkReadOnly1	EEP_SbkReadOnly1_8_LH		0x00
1884				GroupSbkReadOnly1	EEP_SbkReadOnly1_8_HL		0x00
1885				GroupSbkReadOnly1	EEP_SbkReadOnly1_8_HH		0x00
1886				GroupSbkReadOnly1	EEP_SbkReadOnly1_9_LL		0x00
1887				GroupSbkReadOnly1	EEP_SbkReadOnly1_9_LH		0x00
1888				GroupSbkReadOnly1	EEP_SbkReadOnly1_9_HL		0x00
1889				GroupSbkReadOnly1	EEP_SbkReadOnly1_9_HH		0x00
1890				GroupSbkReadOnly1	EEP_SbkReadOnly1_10_LL		0x00
1891				GroupSbkReadOnly1	EEP_SbkReadOnly1_10_LH		0x00
1892				GroupSbkReadOnly1	EEP_SbkReadOnly1_10_HL		0x00
1893				GroupSbkReadOnly1	EEP_SbkReadOnly1_10_HH		0x00
1894				GroupSbkReadOnly1	EEP_SbkReadOnly1_11_LL		0x00
1895				GroupSbkReadOnly1	EEP_SbkReadOnly1_11_LH		0x00
1896				GroupSbkReadOnly1	EEP_SbkReadOnly1_11_HL		0x00
1897				GroupSbkReadOnly1	EEP_SbkReadOnly1_11_HH		0x00
1898				GroupSbkReadOnly1	EEP_SbkReadOnly1_12_LL		0x00
1899				GroupSbkReadOnly1	EEP_SbkReadOnly1_12_LH		0x00
1900				GroupSbkReadOnly1	EEP_SbkReadOnly1_12_HL		0x00
1901				GroupSbkReadOnly1	EEP_SbkReadOnly1_12_HH		0x00
1902				GroupSbkReadOnly1	EEP_SbkReadOnly1_13_LL		0x00
1903				GroupSbkReadOnly1	EEP_SbkReadOnly1_13_LH		0x00
1904				GroupSbkReadOnly1	EEP_SbkReadOnly1_13_HL		0x00
1905				GroupSbkReadOnly1	EEP_SbkReadOnly1_13_HH		0x00
1906				GroupSbkReadOnly1	EEP_SbkReadOnly1_14_LL		0x00
1907				GroupSbkReadOnly1	EEP_SbkReadOnly1_14_LH		0x00
1908				GroupSbkReadOnly1	EEP_SbkReadOnly1_14_HL		0x00
1909				GroupSbkReadOnly1	EEP_SbkReadOnly1_14_HH		0x00
1910				GroupSbkReadOnly1	EEP_SbkReadOnly1_15_LL		0x00
1911				GroupSbkReadOnly1	EEP_SbkReadOnly1_15_LH		0x00
1912				GroupSbkReadOnly1	EEP_SbkReadOnly1_15_HL		0x00
1913				GroupSbkReadOnly1	EEP_SbkReadOnly1_15_HH		0x00
1914				GroupSbkReadOnly1	EEP_SbkReadOnly1_16_LL		0x00
1915				GroupSbkReadOnly1	EEP_SbkReadOnly1_16_LH		0x00
1916				GroupSbkReadOnly1	EEP_SbkReadOnly1_16_HL		0x00
1917				GroupSbkReadOnly1	EEP_SbkReadOnly1_16_HH		0x00
1918				GroupSbkReadOnly1	EEP_SbkReadOnly1_17_LL		0x00
1919				GroupSbkReadOnly1	EEP_SbkReadOnly1_17_LH		0x00
1920				GroupSbkReadOnly1	EEP_SbkReadOnly1_17_HL		0x00
1921				GroupSbkReadOnly1	EEP_SbkReadOnly1_17_HH		0x00
1922				GroupSbkReadOnly1	EEP_SbkReadOnly1_18_LL		0x00
1923				GroupSbkReadOnly1	EEP_SbkReadOnly1_18_LH		0x00
1924				GroupSbkReadOnly1	EEP_SbkReadOnly1_18_HL		0x00
1925				GroupSbkReadOnly1	EEP_SbkReadOnly1_18_HH		0x00
1926				GroupSbkReadOnly1	EEP_SbkReadOnly1_19_LL		0x00
1927				GroupSbkReadOnly1	EEP_SbkReadOnly1_19_LH		0x00
1928				GroupSbkReadOnly1	EEP_SbkReadOnly1_19_HL		0x00
1929				GroupSbkReadOnly1	EEP_SbkReadOnly1_19_HH		0x00
1930				GroupSbkReadOnly2	Cks_GroupSbkReadOnly2_L	Checksum for bank "GroupSbkReadOnly2"	0xFF
1931				GroupSbkReadOnly2	Cks_GroupSbkReadOnly2_H	Checksum for bank "GroupSbkReadOnly2"	0xFF
1932				GroupSbkReadOnly2	EEP_SbkReadOnly2_0_LL		0x00
1933				GroupSbkReadOnly2	EEP_SbkReadOnly2_0_LH		0x00
1934				GroupSbkReadOnly2	EEP_SbkReadOnly2_0_HL		0x00
1935				GroupSbkReadOnly2	EEP_SbkReadOnly2_0_HH		0x00
1936				GroupBCMCfg0	Cks_GroupBCMCfg0_L	Checksum for bank "GroupBCMCfg0"	0xFF
1937				GroupBCMCfg0	Cks_GroupBCMCfg0_H	Checksum for bank "GroupBCMCfg0"	0xFF
1938				GroupBCMCfg0	EEP_BCMCfg0[0]		0x00
1939				GroupBCMCfg0	Libre_GroupBCMCfg0	Unused	0x00
1940				GroupBCMCfg1	Cks_GroupBCMCfg1_L	Checksum for bank "GroupBCMCfg1"	0xFF
1941				GroupBCMCfg1	Cks_GroupBCMCfg1_H	Checksum for bank "GroupBCMCfg1"	0xFF
1942				GroupBCMCfg1	EEP_BCMCfg1[0]		0x00
1943				GroupBCMCfg1	Libre_GroupBCMCfg1	Unused	0x00
1944				GroupBCMCfg2	Cks_GroupBCMCfg2_L	Checksum for bank "GroupBCMCfg2"	0xFF
1945				GroupBCMCfg2	Cks_GroupBCMCfg2_H	Checksum for bank "GroupBCMCfg2"	0xFF
1946				GroupBCMCfg2	EEP_BCMCfg2[0]		0x00
1947				GroupBCMCfg2	Libre_GroupBCMCfg2	Unused	0x00
1948				GroupBCMCfg3	Cks_GroupBCMCfg3_L	Checksum for bank "GroupBCMCfg3"	0xFF
1949				GroupBCMCfg3	Cks_GroupBCMCfg3_H	Checksum for bank "GroupBCMCfg3"	0xFF
1950				GroupBCMCfg3	EEP_BCMCfg3[0]		0x00
1951				GroupBCMCfg3	Libre_GroupBCMCfg3	Unused	0x00
1952				GroupEEPInitCtrl	Cks_GroupEEPInitCtrl_L	Checksum for bank "GroupEEPInitCtrl"	0x9B
1953				GroupEEPInitCtrl	Cks_GroupEEPInitCtrl_H	Checksum for bank "GroupEEPInitCtrl"	0xDF
1954				GroupEEPInitCtrl	EEP_ODOClearCountBackup	Backup value of EEP_ODOClearCountMain	0x00
1955				GroupEEPInitCtrl	EEP_ODOClearCountBackup1	Backup value of EEP_ODOClearCountMain	0x00
1956				GroupEEPInitCtrl	EEP_EEPInitCondition_1_L	EEPInit condition 1	0x55
1957				GroupEEPInitCtrl	EEP_EEPInitCondition_1_H	EEPInit condition 1	0xCA
1958				GroupEEPInitCtrl	EEP_EEPInitCondition_2_L	EEPInit condition 2	0xBA
1959				GroupEEPInitCtrl	EEP_EEPInitCondition_2_H	EEPInit condition 2	0x55
1960				GroupEEPInitCtrl	EEP_EEPInitCondition_3	EEPInit condition 2	0x55
1961				GroupEEPInitCtrl	EEP_EEPInitCondition_4	EEPInit condition 3	0x00

